seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	158649396	158649416	21	*	X1370	55112	158649269	158738883	89615	+	0	inside	126	WDR60
chr8	11725438	11725516	79	*	X1380	1508	11700034	11725646	25613	-	0	inside	129	CTSB
chr8	18870939	18870953	15	*	X1384	23362	18384813	18871196	486384	-	0	inside	242	PSD3
chr8	21777333	21777355	23	*	X1385	23039	21777180	21864096	86917	+	0	inside	152	XPO7
chr8	22224949	22224979	31	*	X1386	23516	22224762	22291640	66879	+	0	inside	186	SLC39A14
chr8	22455555	22455899	345	*	X1388	541565	22457114	22461662	4549	+	1214	upstream	1214	C8orf58
chr8	23386421	23386644	224	*	X1393	51312	23386363	23430063	43701	+	0	inside	57	SLC25A37
chr8	28351638	28351657	20	*	X1400	7976	28351722	28431785	80064	+	64	upstream	64	FZD3
chr8	33330563	33330799	237	*	X1401	84750	33228344	33330664	102321	-	0	overlapStart	0	FUT10
chr8	37654207	37654341	135	*	X1402	25960	37654401	37701504	47104	+	59	upstream	59	ADGRA2
chr8	37756803	37756814	12	*	X1403	80223	37716465	37757015	40551	-	0	inside	200	RAB11FIP1
chr8	38854515	38854555	41	*	X1404	83877	38846327	38854041	7715	-	473	upstream	473	TM2D2
chr8	38854515	38854555	41	*	X1404	8754	38854505	38962779	108275	+	0	inside	9	ADAM9
chr8	42995370	42995398	29	*	X1408	138050	42995592	43057970	62379	+	193	upstream	193	HGSNAT
chr8	55014370	55014379	10	*	X1414	10434	54958938	55014577	55640	-	0	inside	197	LYPLA1
chr8	56791375	56791437	63	*	X1415	4067	56792386	56925006	132621	+	948	upstream	948	LYN
chr8	59465602	59465611	10	*	X1417	6386	59465728	59495419	29692	+	116	upstream	116	SDCBP
chr8	61429565	61429590	26	*	X1419	5862	61429469	61536203	106735	+	0	inside	95	RAB2A
chr8	62626483	62626802	320	*	X1420	100616484	62627347	62627418	72	+	544	upstream	544	MIR4470
chr8	62626973	62626995	23	*	X1421	100616484	62627347	62627418	72	+	351	upstream	351	MIR4470
chr8	62626973	62626995	23	*	X1421	444	62413115	62627199	214085	-	0	inside	203	ASPH
chr8	63998634	63998774	141	*	X1422	7274	63972048	63998612	26565	-	21	upstream	21	TTPA
chr8	63998811	63998830	20	*	X1423	7274	63972048	63998612	26565	-	198	upstream	198	TTPA
chr8	66754150	66754160	11	*	X1424	5150	66626569	66753969	127401	-	180	upstream	180	PDE7A
chr8	66754192	66754320	129	*	X1425	5150	66626569	66753969	127401	-	222	upstream	222	PDE7A
chr8	67579322	67579326	5	*	X1428	100533105	67579787	67774257	194471	+	460	upstream	460	C8orf44-SGK3
chr8	67579322	67579326	5	*	X1428	56260	67579787	67593377	13591	+	460	upstream	460	C8orf44
chr8	67579322	67579326	5	*	X1428	80124	67542488	67579452	36965	-	0	inside	125	VCPIP1
chr8	68864027	68864051	25	*	X1429	80243	68864603	69143897	279295	+	551	upstream	551	PREX2
chr8	75234122	75234250	129	*	X1430	56704	75146939	75233562	86624	-	559	upstream	559	JPH1
chr8	79428053	79428099	47	*	X1431	5569	79428336	79517502	89167	+	236	upstream	236	PKIA
chr8	82192395	82192411	17	*	X1439	2171	82192718	82197012	4295	+	306	upstream	306	FABP5
chr8	82192929	82193213	285	*	X1440	2171	82192718	82197012	4295	+	0	inside	210	FABP5
chr8	82754511	82754865	355	*	X1441	64089	82711818	82754521	42704	-	0	overlapStart	0	SNX16
chr8	89340106	89340195	90	*	X1442	4325	89049460	89339717	290258	-	388	upstream	388	MMP16
chr8	94752566	94752620	55	*	X1443	55472	94752339	94753047	709	+	0	inside	226	RBM12B-AS1
chr8	94753094	94753234	141	*	X1444	389677	94743731	94753224	9494	-	0	overlapStart	0	RBM12B
chr8	94929118	94929222	105	*	X1445	100616169	94928250	94928347	98	-	770	upstream	770	MIR378D2
chr8	94929118	94929222	105	*	X1445	54704	94929083	94938296	9214	+	0	inside	34	PDP1
chr8	94929391	94929411	21	*	X1446	100616169	94928250	94928347	98	-	1043	upstream	1043	MIR378D2
chr8	94930064	94930115	52	*	X1447	100616169	94928250	94928347	98	-	1716	upstream	1716	MIR378D2
chr8	94930134	94930175	42	*	X1448	100616169	94928250	94928347	98	-	1786	upstream	1786	MIR378D2
chr8	95731653	95731912	260	*	X1449	286148	95732103	95806076	73974	+	190	upstream	190	DPY19L4
chr8	98656418	98656615	198	*	X1450	92140	98656407	98742488	86082	+	0	inside	10	MTDH
chr8	101572139	101572165	27	*	X1453	157567	101521980	101572014	50035	-	124	upstream	124	ANKRD46
chr8	101734209	101734251	43	*	X1454	26986	101715144	101734315	19172	-	0	inside	63	PABPC1
chr8	103667844	103667977	134	*	X1458	7071	103661005	103667983	6979	-	0	inside	5	KLF10
chr8	103876285	103876380	96	*	X1460	51582	103838536	103876397	37862	-	0	inside	16	AZIN1
chr8	104427008	104427306	299	*	X1461	25879	104426942	104455680	28739	+	0	inside	65	DCAF13
chr8	104427008	104427306	299	*	X1461	81034	104410866	104427563	16698	-	0	inside	256	SLC25A32
chr8	107282132	107282193	62	*	X1463	55074	107282406	107764921	482516	+	212	upstream	212	OXR1
chr8	109455980	109456007	28	*	X1464	9694	109455853	109499136	43284	+	0	inside	126	EMC2
chr8	109456072	109456098	27	*	X1465	9694	109455853	109499136	43284	+	0	inside	218	EMC2
chr8	117886849	117886888	40	*	X1467	5885	117858173	117887105	28933	-	0	inside	216	RAD21
chr8	117886849	117886888	40	*	X1467	644660	117886663	117889107	2445	+	0	inside	185	RAD21-AS1
chr8	122651691	122652047	357	*	X1470	594842	122651586	122657564	5979	+	0	inside	104	HAS2-AS1
chr8	126442732	126442816	85	*	X1475	10221	126442563	126450644	8082	+	0	inside	168	TRIB1
chr8	126442830	126442865	36	*	X1476	10221	126442563	126450644	8082	+	0	inside	266	TRIB1
chr8	128807087	128807099	13	*	X1478	100302185	128808208	128808274	67	+	1108	upstream	1108	MIR1204
chr8	128807087	128807099	13	*	X1478	5820	128806803	129113499	306697	+	0	inside	283	PVT1
chr8	141521208	141521361	154	*	X1484	54108	141521397	141527252	5856	+	35	upstream	35	CHRAC1
chr8	144699817	144700100	284	*	X1486	7264	144694788	144699732	4945	-	84	upstream	84	TSTA3
chr8	144766514	144766536	23	*	X1487	286075	144766622	144794977	28356	+	85	upstream	85	ZNF707
chr8	145137382	145137425	44	*	X1489	8733	145137524	145141119	3596	+	98	upstream	98	GPAA1
chr8	145158487	145158913	427	*	X1490	81858	145153536	145159140	5605	-	0	inside	226	SHARPIN
chr8	145158487	145158913	427	*	X1490	84232	145159305	145162515	3211	+	391	upstream	391	MAF1
chr8	145550728	145550806	79	*	X1491	8694	145538247	145550567	12321	-	160	upstream	160	DGAT1
chr8	145653649	145653867	219	*	X1493	51160	145649000	145653927	4928	-	0	inside	59	VPS28
chr8	145690684	145690872	189	*	X1494	50626	145675315	145691031	15717	-	0	inside	158	CYHR1
chr8	145690684	145690872	189	*	X1494	90990	145691738	145699499	7762	+	865	upstream	865	KIFC2
chr8	145734326	145734344	19	*	X1498	113655	145734552	145736589	2038	+	207	upstream	207	MFSD3
chr8	145743058	145743068	11	*	X1499	9401	145736667	145743210	6544	-	0	inside	141	RECQL4
chr8	145743058	145743068	11	*	X1499	9684	145743349	145750559	7211	+	280	upstream	280	LRRC14
chr8	145754473	145754551	79	*	X1500	414919	145751603	145754458	2856	-	14	upstream	14	C8orf82
chr8	146017437	146017623	187	*	X1501	6132	146015154	146017805	2652	-	0	inside	181	RPL8
chr8	146017638	146017688	51	*	X1502	6132	146015154	146017805	2652	-	0	inside	116	RPL8
chr9	4489985	4489996	12	*	X1504	6505	4490427	4587469	97043	+	430	upstream	430	SLC1A1
chr9	4666568	4666629	62	*	X1505	55064	4553386	4666674	113289	-	0	inside	44	SPATA6L
chr9	4985271	4985307	37	*	X1507	3717	4985086	5128183	143098	+	0	inside	184	JAK2
chr9	5629083	5629221	139	*	X1508	57589	5629119	5776556	147438	+	0	overlapStart	0	RIC1
chr9	6006943	6006990	48	*	X1509	100616288	6007826	6007904	79	+	835	upstream	835	MIR4665
chr9	6007226	6007291	66	*	X1510	100616288	6007826	6007904	79	+	534	upstream	534	MIR4665
chr9	7799700	7799749	50	*	X1514	90871	7796491	7799799	3309	-	0	inside	49	DMAC1
chr9	19127396	19127438	43	*	X1518	123	19115759	19127604	11846	-	0	inside	165	PLIN2
chr9	20622299	20622396	98	*	X1520	4300	20344968	20622514	277547	-	0	inside	117	MLLT3
chr9	20622413	20622454	42	*	X1521	4300	20344968	20622514	277547	-	0	inside	59	MLLT3
chr9	21802599	21802830	232	*	X1522	4507	21802635	22029593	226959	+	0	overlapStart	0	MTAP
chr9	21802850	21802852	3	*	X1523	4507	21802635	22029593	226959	+	0	inside	214	MTAP
chr9	26892698	26892725	28	*	X1529	79886	26840683	26892826	52144	-	0	inside	100	CAAP1
chr9	32573077	32573185	109	*	X1530	4712	32553524	32573182	19659	-	0	overlapStart	0	NDUFB6
chr9	33677463	33677473	11	*	X1531	11191	33673502	33677418	3917	-	44	upstream	44	PTENP1
chr9	34457532	34457686	155	*	X1532	27019	34458811	34520982	62172	+	1124	upstream	1124	DNAI1
chr9	35072479	35072489	11	*	X1537	7415	35056065	35072739	16675	-	0	inside	249	VCP
chr9	36190915	36191160	246	*	X1542	1211	36190853	36212059	21207	+	0	inside	61	CLTA
chr9	36401373	36401397	25	*	X1543	152006	36336399	36401195	64797	-	177	upstream	177	RNF38
chr9	72374793	72374805	13	*	X1546	375743	72324438	72374876	50439	-	0	inside	70	PTAR1
chr9	74061592	74061600	9	*	X1547	80036	73149966	74061820	911855	-	0	inside	219	TRPM3
chr9	74525904	74525948	45	*	X1548	138241	74526423	74599390	72968	+	474	upstream	474	C9orf85
chr9	74525904	74525948	45	*	X1548	51104	74477368	74526148	48781	-	0	inside	199	ABHD17B
chr9	74979981	74980083	103	*	X1549	7763	74966341	74980163	13823	-	0	inside	79	ZFAND5
chr9	86322651	86322940	290	*	X1550	29979	86274878	86323168	48291	-	0	inside	227	UBQLN1
chr9	87283279	87283303	25	*	X1551	4915	87283466	87638505	355040	+	162	upstream	162	NTRK2
chr9	88897199	88897243	45	*	X1553	51280	88641058	88897490	256433	-	0	inside	246	GOLM1
chr9	88897199	88897243	45	*	X1553	81689	88879463	88897490	18028	-	0	inside	246	ISCA1
chr9	88897299	88897384	86	*	X1554	51280	88641058	88897490	256433	-	0	inside	105	GOLM1
chr9	88897299	88897384	86	*	X1554	81689	88879463	88897490	18028	-	0	inside	105	ISCA1
chr9	91794980	91794993	14	*	X1555	53358	91620686	91793682	172997	-	1297	upstream	1297	SHC3
chr9	91795014	91795033	20	*	X1556	53358	91620686	91793682	172997	-	1331	upstream	1331	SHC3
chr9	91933134	91933286	153	*	X1557	79048	91933412	91974561	41150	+	125	upstream	125	SECISBP2
chr9	92219397	92219484	88	*	X1558	10912	92219927	92221469	1543	+	442	upstream	442	GADD45G
chr9	92219865	92219875	11	*	X1559	10912	92219927	92221469	1543	+	51	upstream	51	GADD45G
chr9	94186728	94186739	12	*	X1564	4783	94171327	94186144	14818	-	583	upstream	583	NFIL3
chr9	95056182	95056190	9	*	X1566	100124534	95054740	95054875	136	-	1306	upstream	1306	SNORA84
chr9	95056182	95056190	9	*	X1566	3376	94972490	95056038	83549	-	143	upstream	143	IARS1
chr9	98079977	98079981	5	*	X1567	2176	97861336	98079991	218656	-	0	inside	9	FANCC
chr9	98279275	98279306	32	*	X1569	5727	98205264	98279247	73984	-	27	upstream	27	PTCH1
chr9	98279443	98279463	21	*	X1570	5727	98205264	98279247	73984	-	195	upstream	195	PTCH1
chr9	98638486	98638497	12	*	X1571	100128782	98568370	98638259	69890	-	226	upstream	226	LINC00476
chr9	100000332	100000434	103	*	X1572	100499484	100000708	100059596	58889	+	273	upstream	273	SUGT1P4-STRA6LP
chr9	100000332	100000434	103	*	X1572	57653	100000708	100139577	138870	+	273	upstream	273	SUGT1P4-STRA6LP-CCDC180
chr9	100000495	100000800	306	*	X1573	100499484	100000708	100059596	58889	+	0	overlapStart	0	SUGT1P4-STRA6LP
chr9	100000495	100000800	306	*	X1573	57653	100000708	100139577	138870	+	0	overlapStart	0	SUGT1P4-STRA6LP-CCDC180
chr9	100174068	100174121	54	*	X1574	23424	100174302	100258405	84104	+	180	upstream	180	TDRD7
chr9	100395987	100396266	280	*	X1575	158427	100362362	100395962	33601	-	24	upstream	24	TSTD2
chr9	100395987	100396266	280	*	X1575	4686	100395705	100436029	40325	+	0	inside	281	NCBP1
chr9	100459428	100459434	7	*	X1576	7507	100437191	100459691	22501	-	0	inside	256	XPA
chr9	100819119	100819151	33	*	X1577	54187	100818959	100845365	26407	+	0	inside	159	NANS
chr9	102584358	102584405	48	*	X1579	8013	102584137	102629173	45037	+	0	inside	220	NR4A3
chr9	111696158	111696253	96	*	X1583	54942	111696673	111703237	6565	+	419	upstream	419	ABITRAM
chr9	111881696	111881941	246	*	X1584	23731	111777415	111882225	104811	-	0	inside	283	TMEM245
chr9	112261944	112261994	51	*	X1585	5774	112137974	112260593	122620	-	1350	upstream	1350	PTPN3
chr9	114246762	114246831	70	*	X1586	23392	114122973	114247025	124053	-	0	inside	193	ECPAS
chr9	114362282	114362300	19	*	X1587	22949	114312002	114362135	50134	-	146	upstream	146	PTGR1
chr9	115095779	115095880	102	*	X1589	9991	114979995	115095944	115950	-	0	inside	63	PTBP3
chr9	116102388	116102511	124	*	X1592	114987	116077931	116102620	24690	-	0	inside	108	WDR31
chr9	125667500	125667547	48	*	X1597	54542	125611732	125667562	55831	-	0	inside	14	RC3H2
chr9	125702882	125702915	34	*	X1598	23637	125703112	125867147	164036	+	196	upstream	196	RABGAP1
chr9	125703338	125703350	13	*	X1599	23637	125703112	125867147	164036	+	0	inside	225	RABGAP1
chr9	125703394	125703511	118	*	X1600	23637	125703112	125867147	164036	+	0	inside	281	RABGAP1
chr9	127177999	127178026	28	*	X1601	5695	127115744	127177752	62009	-	246	upstream	246	PSMB7
chr9	127624105	127624165	61	*	X1602	11224	127620158	127624240	4083	-	0	inside	74	RPL35
chr9	127631229	127631300	72	*	X1603	81873	127631484	127639696	8213	+	183	upstream	183	ARPC5L
chr9	127703508	127703664	157	*	X1604	2800	127640573	127703386	62814	-	121	upstream	121	GOLGA1
chr9	128003043	128003448	406	*	X1606	3309	127997127	128003666	6540	-	0	inside	217	HSPA5
chr9	130213289	130213316	28	*	X1607	90678	130213765	130265780	52016	+	448	upstream	448	LRSAM1
chr9	130213455	130213562	108	*	X1608	6136	130209953	130213711	3759	-	0	inside	148	RPL12
chr9	130213455	130213562	108	*	X1608	90678	130213765	130265780	52016	+	202	upstream	202	LRSAM1
chr9	130742495	130742519	25	*	X1612	399665	130702861	130742812	39952	-	0	inside	292	FAM102A
chr9	130742543	130742608	66	*	X1613	399665	130702861	130742812	39952	-	0	inside	203	FAM102A
chr9	130965371	130965385	15	*	X1614	1759	130965663	131017527	51865	+	277	upstream	277	DNM1
chr9	130965412	130965475	64	*	X1615	1759	130965663	131017527	51865	+	187	upstream	187	DNM1
chr9	131534468	131534519	52	*	X1618	10444	131492067	131534213	42147	-	254	upstream	254	ZER1
chr9	131940042	131940324	283	*	X1619	389792	131937831	131940540	2710	-	0	inside	215	IER5L
chr9	133971974	133972081	108	*	X1624	83543	133971863	133998539	26677	+	0	inside	110	AIF1L
chr9	136202834	136202966	133	*	X1627	6838	136197552	136203047	5496	-	0	inside	80	SURF6
chr9	136242807	136242843	37	*	X1628	169436	136243284	136271220	27937	+	440	upstream	440	STKLD1
chr9	136242807	136242843	37	*	X1628	6836	136228340	136242970	14631	-	0	inside	126	SURF4
chr9	136242897	136242966	70	*	X1629	169436	136243284	136271220	27937	+	317	upstream	317	STKLD1
chr9	136242897	136242966	70	*	X1629	6836	136228340	136242970	14631	-	0	inside	3	SURF4
chr9	139440738	139440828	91	*	X1638	100616301	139440625	139440711	87	-	26	upstream	26	MIR4674
chr9	139440738	139440828	91	*	X1638	4851	139388896	139440238	51343	-	499	upstream	499	NOTCH1
chr9	139581625	139581663	39	*	X1640	10555	139567595	139581911	14317	-	0	inside	247	AGPAT2
chr9	139702133	139702134	2	*	X1641	55684	139702192	139735639	33448	+	57	upstream	57	RABL6
chr9	140083290	140083371	82	*	X1642	29882	140069236	140083057	13822	-	232	upstream	232	ANAPC2
chr9	140083290	140083371	82	*	X1642	8636	140083054	140084822	1769	+	0	inside	235	SSNA1
chr9	140134765	140134786	22	*	X1643	10383	140135711	140138159	2449	+	924	upstream	924	TUBB4B
chr9	140134819	140134893	75	*	X1644	10383	140135711	140138159	2449	+	817	upstream	817	TUBB4B
chr9	140134931	140134961	31	*	X1645	10383	140135711	140138159	2449	+	749	upstream	749	TUBB4B
chr9	140317237	140317257	21	*	X1647	10811	140317847	140328858	11012	+	589	upstream	589	NOXA1
chr9	140317313	140317328	16	*	X1648	10811	140317847	140328858	11012	+	518	upstream	518	NOXA1
chr9	140317395	140317534	140	*	X1649	10811	140317847	140328858	11012	+	312	upstream	312	NOXA1
chr9	140317395	140317534	140	*	X1649	54932	140201348	140317714	116367	-	0	inside	179	EXD3
chr10	3109634	3109667	34	*	X1651	5214	3109712	3178997	69286	+	44	upstream	44	PFKP
chr10	3109708	3109834	127	*	X1652	5214	3109712	3178997	69286	+	0	overlapStart	0	PFKP
chr10	3215426	3215532	107	*	X1655	10531	3179116	3215033	35918	-	392	upstream	392	PITRM1
chr10	3215554	3215634	81	*	X1656	10531	3179116	3215033	35918	-	520	upstream	520	PITRM1
chr10	3827079	3827364	286	*	X1659	1316	3818188	3827473	9286	-	0	inside	108	KLF6
chr10	3827867	3827876	10	*	X1660	1316	3818188	3827473	9286	-	393	upstream	393	KLF6
chr10	5726313	5726350	38	*	X1662	54906	5726801	5805703	78903	+	450	upstream	450	TASOR2
chr10	5726399	5726522	124	*	X1663	54906	5726801	5805703	78903	+	278	upstream	278	TASOR2
chr10	5931650	5931729	80	*	X1664	54522	5903689	5931860	28172	-	0	inside	130	ANKRD16
chr10	5931650	5931729	80	*	X1664	84893	5931535	5979558	48024	+	0	inside	114	FBH1
chr10	6131171	6131202	32	*	X1665	84991	6130949	6159422	28474	+	0	inside	221	RBM17
chr10	12237792	12237923	132	*	X1667	11164	12209573	12238143	28571	-	0	inside	219	NUDT5
chr10	12237792	12237923	132	*	X1667	8872	12237961	12292589	54629	+	37	upstream	37	CDC123
chr10	12391501	12391514	14	*	X1668	57118	12391583	12871733	480151	+	68	upstream	68	CAMK1D
chr10	12391564	12391579	16	*	X1669	57118	12391583	12871733	480151	+	3	upstream	3	CAMK1D
chr10	12391602	12391609	8	*	X1670	57118	12391583	12871733	480151	+	0	inside	18	CAMK1D
chr10	14920498	14920623	126	*	X1672	79723	14920782	14946304	25523	+	158	upstream	158	SUV39H2
chr10	21463044	21463076	33	*	X1676	100128511	21462919	21463852	934	+	0	inside	124	NEBL-AS1
chr10	21463044	21463076	33	*	X1676	10529	21068903	21463116	394214	-	0	inside	39	NEBL
chr10	21463164	21463256	93	*	X1677	100128511	21462919	21463852	934	+	0	inside	244	NEBL-AS1
chr10	21463164	21463256	93	*	X1677	10529	21068903	21463116	394214	-	47	upstream	47	NEBL
chr10	21463419	21463609	191	*	X1678	10529	21068903	21463116	394214	-	302	upstream	302	NEBL
chr10	21814947	21815032	86	*	X1679	387640	21802409	21814611	12203	-	335	upstream	335	SKIDA1
chr10	23384578	23384633	56	*	X1686	22921	23384427	23410942	26516	+	0	inside	150	MSRB2
chr10	23384658	23384676	19	*	X1687	22921	23384427	23410942	26516	+	0	inside	230	MSRB2
chr10	25305662	25305709	48	*	X1688	79896	25305508	25315593	10086	+	0	inside	153	THNSL1
chr10	25305769	25306020	252	*	X1689	79896	25305508	25315593	10086	+	0	inside	260	THNSL1
chr10	28821511	28821590	80	*	X1691	220906	28808846	28821460	12615	-	50	upstream	50	WAC-AS1
chr10	28821511	28821590	80	*	X1691	51322	28821422	28912041	90620	+	0	inside	88	WAC
chr10	28821705	28821715	11	*	X1692	220906	28808846	28821460	12615	-	244	upstream	244	WAC-AS1
chr10	28821705	28821715	11	*	X1692	51322	28821422	28912041	90620	+	0	inside	282	WAC
chr10	28821878	28821880	3	*	X1693	220906	28808846	28821460	12615	-	417	upstream	417	WAC-AS1
chr10	35104447	35104483	37	*	X1699	56288	34398488	35104253	705766	-	193	upstream	193	PARD3
chr10	35929949	35930110	162	*	X1700	8325	35927177	35930362	3186	-	0	inside	251	FZD8
chr10	45454934	45454950	17	*	X1710	220980	45306472	45455137	148666	-	0	inside	186	TMEM72-AS1
chr10	45454934	45454950	17	*	X1710	83937	45455219	45490172	34954	+	268	upstream	268	RASSF4
chr10	49514813	49514816	4	*	X1711	5599	49514786	49643183	128398	+	0	inside	26	MAPK8
chr10	52384393	52384681	289	*	X1712	259230	52065345	52384923	319579	-	0	inside	241	SGMS1
chr10	61122484	61122513	30	*	X1713	220965	61005889	61122661	116773	-	0	inside	147	FAM13C
chr10	64028378	64028436	59	*	X1715	219790	63942794	64028466	85673	-	0	inside	29	RTKN2
chr10	64892718	64892724	7	*	X1716	29982	64893007	64914786	21780	+	282	upstream	282	NRBF2
chr10	65225362	65225783	422	*	X1717	221037	64926988	65225722	298735	-	0	overlapStart	0	JMJD1C
chr10	69644292	69644494	203	*	X1721	23411	69644427	69678147	33721	+	0	overlapStart	0	SIRT1
chr10	70091505	70091540	36	*	X1725	3189	70091768	70102953	11186	+	227	upstream	227	HNRNPH3
chr10	70091892	70092029	138	*	X1726	3189	70091768	70102953	11186	+	0	inside	123	HNRNPH3
chr10	70166919	70166972	54	*	X1727	55680	70100864	70167051	66188	-	0	inside	78	RUFY2
chr10	72163964	72163975	12	*	X1728	1979	72163861	72188374	24514	+	0	inside	102	EIF4EBP2
chr10	72575643	72575750	108	*	X1729	8879	72575704	72640932	65229	+	0	overlapStart	0	SGPL1
chr10	74033755	74033904	150	*	X1731	54541	74033677	74035797	2121	+	0	inside	77	DDIT4
chr10	74870106	74870124	19	*	X1734	25961	74870210	74891581	21372	+	85	upstream	85	NUDT13
chr10	75255314	75255517	204	*	X1735	5532	75196563	75255782	59220	-	0	inside	264	PPP3CB
chr10	75490004	75490250	247	*	X1736	2749	75491299	75495367	4069	+	1048	upstream	1048	GLUD1P3
chr10	75490004	75490250	247	*	X1736	729092	75434033	75490272	56240	-	0	inside	21	AGAP5
chr10	75490004	75490250	247	*	X1736	729096	75458909	75490272	31364	-	0	inside	21	BMS1P4
chr10	75490555	75490585	31	*	X1737	2749	75491299	75495367	4069	+	713	upstream	713	GLUD1P3
chr10	75490555	75490585	31	*	X1737	729092	75434033	75490272	56240	-	282	upstream	282	AGAP5
chr10	75490555	75490585	31	*	X1737	729096	75458909	75490272	31364	-	282	upstream	282	BMS1P4
chr10	75531978	75532092	115	*	X1738	170384	75532049	75535976	3928	+	0	overlapStart	0	FUT11
chr10	75532237	75532842	606	*	X1739	170384	75532049	75535976	3928	+	0	inside	187	FUT11
chr10	75545347	75545409	63	*	X1740	23053	75545382	75561556	16175	+	0	overlapStart	0	ZSWIM8
chr10	76585410	76585724	315	*	X1743	23522	76586171	76792380	206210	+	446	upstream	446	KAT6B
chr10	77161248	77161373	126	*	X1744	100131213	77161286	77168740	7455	+	0	overlapStart	0	ZNF503-AS2
chr10	77161248	77161373	126	*	X1744	84858	77157603	77161513	3911	-	0	inside	139	ZNF503
chr10	89623468	89623477	10	*	X1748	100144748	89618918	89623194	4277	-	273	upstream	273	KLLN
chr10	89623468	89623477	10	*	X1748	5728	89623195	89728532	105338	+	0	inside	272	PTEN
chr10	91405300	91405326	27	*	X1752	53354	91339254	91405329	66076	-	0	inside	2	PANK1
chr10	93392647	93392657	11	*	X1756	5507	93388197	93392858	4662	-	0	inside	200	PPP1R3C
chr10	93392670	93392778	109	*	X1757	5507	93388197	93392858	4662	-	0	inside	79	PPP1R3C
chr10	93683852	93683904	53	*	X1758	9044	93683736	93790080	106345	+	0	inside	115	BTAF1
chr10	94351624	94351648	25	*	X1759	3832	94352825	94415152	62328	+	1176	upstream	1176	KIF11
chr10	96162298	96162379	82	*	X1760	23232	96162186	96296089	133904	+	0	inside	111	TBC1D12
chr10	96162419	96162441	23	*	X1761	23232	96162186	96296089	133904	+	0	inside	232	TBC1D12
chr10	97321456	97321475	20	*	X1762	10580	97071530	97321171	249642	-	284	upstream	284	SORBS1
chr10	97321668	97321679	12	*	X1763	10580	97071530	97321171	249642	-	496	upstream	496	SORBS1
chr10	97889342	97889563	222	*	X1765	9849	97889472	97923517	34046	+	0	overlapStart	0	ZNF518A
chr10	99094340	99094371	32	*	X1767	23401	99092254	99094458	2205	-	0	inside	86	FRAT2
chr10	99094392	99094458	67	*	X1768	23401	99092254	99094458	2205	-	0	inside	0	FRAT2
chr10	101946023	101946094	72	*	X1775	10613	101909847	101945814	35968	-	208	upstream	208	ERLIN1
chr10	101946111	101946126	16	*	X1776	10613	101909847	101945814	35968	-	296	upstream	296	ERLIN1
chr10	102046310	102046477	168	*	X1777	282991	102033035	102046469	13435	-	0	overlapStart	0	BLOC1S2
chr10	103892317	103892328	12	*	X1783	23082	103892787	103910090	17304	+	458	upstream	458	PPRC1
chr10	103893080	103893113	34	*	X1784	23082	103892787	103910090	17304	+	0	inside	292	PPRC1
chr10	103912140	103912183	44	*	X1785	9221	103911933	103923627	11695	+	0	inside	206	NOLC1
chr10	104001007	104001019	13	*	X1788	5309	103989946	104001231	11286	-	0	inside	211	PITX3
chr10	104192260	104192360	101	*	X1792	79004	104183002	104192423	9422	-	0	inside	62	CUEDC2
chr10	120967343	120967534	192	*	X1799	2869	120967197	121215131	247935	+	0	inside	145	GRK5
chr10	121301902	121301957	56	*	X1801	6001	121259339	121302222	42884	-	0	inside	264	RGS10
chr10	121410620	121410739	120	*	X1802	9531	121410882	121437329	26448	+	142	upstream	142	BAG3
chr10	124739802	124739958	157	*	X1807	118672	124739556	124749923	10368	+	0	inside	245	PSTK
chr10	133795827	133795839	13	*	X1809	664	133781204	133795435	14232	-	391	upstream	391	BNIP3
chr10	133795865	133795877	13	*	X1810	664	133781204	133795435	14232	-	429	upstream	429	BNIP3
chr10	135123142	135123220	79	*	X1814	118471	135122894	135166187	43294	+	0	inside	247	PRAP1
chr11	842435	842582	148	*	X1816	5441	839721	842529	2809	-	0	overlapStart	0	POLR2L
chr11	842435	842582	148	*	X1816	7106	842824	867116	24293	+	241	upstream	241	TSPAN4
chr11	1968628	1968656	29	*	X1820	6150	1968502	1977839	9338	+	0	inside	125	MRPL23
chr11	3663994	3664031	38	*	X1821	116969	3659736	3663546	3811	-	447	upstream	447	ART5
chr11	9406236	9406283	48	*	X1829	10527	9406169	9469674	63506	+	0	inside	66	IPO7
chr11	10315481	10315638	158	*	X1830	81846	9800214	10315754	515541	-	0	inside	115	SBF2
chr11	10562574	10562647	74	*	X1831	100129827	10562783	10621479	58697	+	135	upstream	135	MRVI1-AS1
chr11	10562574	10562647	74	*	X1831	50862	10533225	10562774	29550	-	0	inside	126	RNF141
chr11	10772587	10772588	2	*	X1832	9646	10772811	10801290	28480	+	222	upstream	222	CTR9
chr11	10879291	10879306	16	*	X1833	729013	10879764	10900823	21060	+	457	upstream	457	ZBED5-AS1
chr11	10879331	10879405	75	*	X1834	58486	10833621	10879620	46000	-	0	inside	214	ZBED5
chr11	10879331	10879405	75	*	X1834	729013	10879764	10900823	21060	+	358	upstream	358	ZBED5-AS1
chr11	13983976	13984031	56	*	X1836	10418	13984184	14289679	305496	+	152	upstream	152	SPON1
chr11	20409290	20409318	29	*	X1838	10196	20409076	20530879	121804	+	0	inside	213	PRMT3
